id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,description,photos,cost-basis-in-pennies,quantity,date-entered
69662,Elder Scrolls III: Bloodmoon,PC Games,3256,Item only,Normal wear,,,,0,1,2022-03-22
16701,Kung Food,Atari Lynx,1499,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
3119,Wario Land Super Mario Land 3,GameBoy,2613,Item only,Normal wear,,,,1500,1,2022-11-13
155249,Super Mario 3D World + Bowser's Fury,Nintendo Switch,3996,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
7081,Secret of Mana,Super Nintendo,15909,"Item, Box, and Manual",Normal wear,,,,1500,1,2021-11-21
35553,Zelda Majora's Mask 3D,Nintendo 3DS,2200,Item only,Normal wear,,,,1000,1,2022-11-23
34613,Zelda A Link Between Worlds,Nintendo 3DS,1923,Item only,Normal wear,,,,1000,1,2022-11-23
9964,Tetris,NES,993,Item only,Normal wear,,,,1200,1,2022-01-11
32468,Jak & Daxter Collection,Playstation 3,2134,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
3764,F-Zero X,Nintendo 64,3500,Item only,Normal wear,,,,3600,1,2022-11-30
11990,Excitebike,NES,700,Item only,Normal wear,,,,1500,1,2022-08-30
9258,Lumines,PSP,676,"Item, Box, and Manual",Normal wear,,,,900,1,2022-03-22
71902,Diablo II,PC Games,256,Item only,Normal wear,,,,0,1,2022-03-22
4124,Pokemon Pearl,Nintendo DS,5608,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
16678,Crystal Mines II,Atari Lynx,1368,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
4442,Final Fantasy VII,Playstation,4775,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
63118,Sonic CD [Not For Resale],Sega CD,4185,Item only,Normal wear,,,,0,1,2022-12-22
6889,Chrono Trigger,Super Nintendo,19999,Item only,Normal wear,,,,8000,1,2021-11-21
16123,Zelda Link's Awakening,GameBoy,3500,Item only,Writing,,,,3000,1,2022-05-16
2362913,Wii Console White,PAL Wii,3250,Item only,Normal wear,,,,0,1,2022-03-22
21836,Metallic Rose Nintendo DS Lite,Nintendo DS,4222,Item only,Normal wear,,,,0,1,2022-03-22
2981,Pokemon Gold,GameBoy Color,4698,Item only,Normal wear,,,,0,1,2021-11-21
4436,Final Fantasy VIII,Playstation,1821,Item and Box only,Normal wear,,,,0,1,2022-03-22
7462,Super R-Type,Super Nintendo,2241,Item and Manual only,Normal wear,,,,0,1,2021-11-21
6736,Xbox System,Xbox,4086,Item only,Normal wear,,,,0,1,2022-03-22
53409,Segata Sanshiro Shinkenyugi,JP Sega Saturn,4941,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
16744,Xybots,Atari Lynx,1850,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
3976,Zelda Majora's Mask,Nintendo 64,8150,Item and Manual only,Normal wear,,,,8000,1,2022-03-22
4134,Retro Atari Classics,Nintendo DS,1183,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
16064,Chrono Trigger,Nintendo DS,9848,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
3225553,Star Wars Knights of the Old Republic,Nintendo Switch,4666,Item only,Normal wear,,,,6999,1,2022-09-09
2215,Golden Sun,GameBoy Advance,4164,Item only,Normal wear,,,,0,1,2021-11-21
63863,Nintendo Switch Lite [Turquoise],Nintendo Switch,13025,Item only,Normal wear,,Re-shelled and replaced touchscreen digitizer,,6500,1,2022-08-15
152946,Elder Scrolls III: Tribunal,PC Games,4583,Item only,Normal wear,,,,0,1,2022-03-22
19256,Visual Memory Unit (VMU),Sega Dreamcast,2600,Item only,Normal wear,,,,0,1,2022-03-22
12517,Wheel of Fortune,NES,452,Item only,Normal wear,,,,0,1,2022-08-12
11487,Rogue Galaxy,Playstation 2,2460,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
59730,Super Mario Maker 2,Nintendo Switch,3300,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
3522556,Pokemon Scarlet,Nintendo Switch,4499,"New Item, Box, and Manual",Normal wear,,,,0,1,2022-12-09
5776,Sly Cooper and the Thievius Raccoonus,Playstation 2,2184,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
7088,SimCity,Super Nintendo,1025,Item only,Normal wear,,,,800,1,2022-10-16
12287,Kickle Cubicle,NES,2417,Item only,Normal wear,,,,0,1,2022-08-12
14949,My Little Pony Pinkie Pie's Party,Nintendo DS,601,Item only,Normal wear,,,,0,1,2021-11-21
12219,Duck Tales,NES,2183,Item only,Normal wear,,,,0,1,2022-08-12
21071,Pokemon HeartGold Version,Nintendo DS,15347,"Item, Box, and Manual",Torn label,,damaged cover,,0,1,2021-11-21
3918,Star Fox 64,Nintendo 64,2476,Item only,Normal wear,,,,0,1,2021-11-21
9118,Home Alone 2 Lost In New York,Sega Genesis,1741,Item only,Normal wear,,,,0,1,2021-11-21
22180,Super Scribblenauts,Nintendo DS,500,Item only,Normal wear,,,,1000,1,2022-11-23
32205,Uncharted 3: Drake's Deception,Playstation 3,438,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
38002,Soccer [5 Screw],NES,1507,Item only,Normal wear,,,,1000,1,2022-12-15
3980,Advance Wars Dual Strike,Nintendo DS,2673,Item only,Normal wear,,,,0,1,2022-03-22
16677,Chip's Challenge,Atari Lynx,1500,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
4199686,EverDrive-64 X7,Nintendo 64,69379,"Item, Box, and Manual",Normal wear,,,,0,1,2022-12-09
11033,Sonic and the Secret Rings,Wii,923,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
21113,Shin Megami Tensei: Strange Journey,Nintendo DS,4500,Item only,Normal wear,,,,1000,1,2022-11-23
69709,Half-Life 2,PC Games,1069,Item only,Normal wear,,,,0,1,2022-03-22
31172,Puzzle Link,Neo Geo Pocket Color,2495,Item only,Normal wear,,,,0,1,2021-11-21
21974,Spiderman: Shattered Dimensions,Nintendo DS,1677,"Item, Box, and Manual",Normal wear,,,,1200,1,2021-11-21
7294,Cliffhanger,Super Nintendo,929,Item only,Normal wear,,,,500,1,2022-10-17
7142,Super Mario World 2 Yoshi's Island,Super Nintendo,3995,Item only,Normal wear,,,,3500,1,2022-05-05
14448,Bangai O Spirits,Nintendo DS,2860,Item only,Normal wear,,,,1000,1,2022-11-23
3179814,Analogue Mega Sg Adapter,Sega Genesis,12000,"Item, Box, and Manual",Normal wear,,,,0,1,2022-04-15
4175626,Cuphead,Nintendo Switch,5800,"New Item, Box, and Manual",Normal wear,,,,4000,1,2022-11-28
35353,Grand Theft Auto V,Playstation 4,1067,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
12489,Time Lord,NES,722,Item only,Normal wear,,,,1000,1,2022-10-16
18405,Sonic the Hedgehog 2,Sega Game Gear,600,Item only,Normal wear,,,,0,1,2022-11-04
37154,The Last Guardian,Playstation 4,1882,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
7138,Super Mario All-Stars,Super Nintendo,1998,Item only,Normal wear,,,,2500,1,2022-11-12
16388,NES Advantage Controller,NES,1853,Item only,Normal wear,,,,2500,1,2022-10-16
7460,Super Gameboy,Super Nintendo,4133,Item only,Normal wear,,,,0,1,2022-03-22
3917,Starcraft 64,Nintendo 64,8225,Item only,Normal wear,,label has wear,,8000,1,2022-10-17
3060,Super Mario Land 2,GameBoy,1948,Item only,Normal wear,,,,0,1,2022-08-30
67626,Animal Crossing: New Horizons,Nintendo Switch,3575,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
70116,Half-Life: Counter Strike,PC Games,1377,Item only,Normal wear,,,,0,1,2022-03-22
10660,Prey,Xbox 360,332,Item only,Normal wear,,,,0,1,2022-03-31
37793,Final Fantasy XIV Online Complete Edition,Playstation 4,1779,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
13743,Nintendo NES Console,NES,7132,Item only,Normal wear,,"Damage to top half of shell, won't seal",,0,1,2022-08-27
63770,Zelda Link's Awakening,Nintendo Switch,3483,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
35376,Super Smash Bros.,Wii U,1076,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
2038378,Dreamcast Visual Memory Unit VMU [Blue],Sega Dreamcast,2606,Item only,Normal wear,,,,0,1,2022-03-22
18438,Taz Mania,Sega Game Gear,676,Item only,Normal wear,,,,0,1,2022-11-04
38044,Top Gun [5 Screw],NES,682,Item only,Normal wear,,,,0,1,2022-11-21
73563,Steam Link,PC Games,23400,"New Item, Box, and Manual",Normal wear,,,,500,3,2022-11-09
69717,Half-Life: Blue Shift,PC Games,1116,Item only,Normal wear,,,,0,1,2022-03-22
3073,Tetris,GameBoy,1276,Item only,Normal wear,,,,0,1,2023-02-11
15206,Dolphin,Atari 2600,1199,Item only,Normal wear,,,,0,1,2021-11-21
16737,Tournament Cyberball,Atari Lynx,1188,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
63282,NFL 2K [Sega All Stars],Sega Dreamcast,788,"Item, Box, and Manual",Normal wear,,,,0,1,2022-12-17
31158,SNK vs. Capcom: Match of the Millennium,Neo Geo Pocket Color,6000,Item only,Normal wear,,,,0,1,2021-11-21
3805,Killer Instinct Gold,Nintendo 64,3300,Item only,Normal wear,,,,3000,1,2022-10-17
15323,M*A*S*H,Atari 2600,617,Item only,Normal wear,,,,0,1,2021-11-21
3378,Mario Party 6,Gamecube,8197,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
3977,Zelda Ocarina of Time,Nintendo 64,3900,Item only,Normal wear,,,,0,1,2021-11-21
13193,Sega Dreamcast Console,Sega Dreamcast,0,Item only,Not working,,,,0,1,2022-03-22
161956,Cadence of Hyrule: Crypt of The Necrodancer,Nintendo Switch,3749,"New Item, Box, and Manual",Normal wear,,,,3000,1,2022-12-09
73563,Steam Link,PC Games,11997,Item only,Normal wear,,,,500,3,2022-11-09
34259,Kingdom Hearts HD 1.5 Remix,Playstation 3,706,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
45103,Game Boy Color Atomic Purple,GameBoy Color,7429,Item only,Normal wear,,,,0,1,2022-03-22
16064,Chrono Trigger,Nintendo DS,9848,"Item, Box, and Manual",Normal wear,,,,7500,1,2022-11-23
4125,Pokemon Ranger,Nintendo DS,3807,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
8704,Castlevania,NES,2995,Item only,Torn label,,,,2000,1,2022-08-30
9528,Paperboy,NES,1484,Item only,Normal wear,,,,0,1,2022-08-12
7018,Mortal Kombat II,Super Nintendo,1550,Item only,Normal wear,,,,1500,1,2022-10-11
15482,Space Invaders,Atari 2600,800,Item only,Normal wear,,,,0,1,2021-11-21
2986280,Analogue Pocket,GameBoy,68000,"Item, Box, and Manual",Normal wear,,,,0,1,2022-03-28
3587,Super Smash Bros. Melee,Gamecube,3016,Box and Manual only,"Scratches, Stickers, Torn label",,,,0,1,2021-11-21
117371,Sim City 3000,PC Games,897,Item only,Normal wear,,,,500,1,2022-11-12
2988,Pokemon Yellow,GameBoy,4500,Item only,Normal wear,,,,4500,1,2022-09-19
3765,Gameboy Transfer Pak,Nintendo 64,1939,Item only,Normal wear,,,,0,1,2022-09-19
16468,Pokemon Platinum,Nintendo DS,11217,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
22038,Etrian Odyssey III: The Drowned City,Nintendo DS,13518,Item only,Normal wear,,,,1000,1,2022-11-23
11865,Super Smash Bros. Brawl,Wii,1426,"Item, Box, and Manual",Normal wear,,,,0,1,2022-12-17
9789,Sonic the Hedgehog,Sega Genesis,2444,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
9708,Sega Genesis Model 1 Console,Sega Genesis,4999,Item only,Normal wear,,,,0,1,2022-03-22
6799,Pokemon Battle Revolution,Wii,3423,"Item, Box, and Manual",Normal wear,,,,1300,1,2022-11-21
47017,Atari Lynx II Console,Atari Lynx,0,Item only,Not working,,,,0,1,2022-03-22
1944638,New Pokemon Snap,Nintendo Switch,3499,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
20769,Heavy Rain,Playstation 3,754,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
7054,Porky Pig's Haunted Holiday,Super Nintendo,1225,Item only,Normal wear,,,,0,1,2021-11-21
53856,Super Smash Bros. Ultimate,Nintendo Switch,3989,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
33274,Professor Layton and The Miracle Mask,Nintendo 3DS,3532,Item only,Normal wear,,,,1000,1,2022-11-23
30750,Gran Turismo 5,Playstation 3,745,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
5624,Onimusha Warlords,Playstation 2,800,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
31390,PSP 1001K Console Black,PSP,6715,Item only,Normal wear,,,,0,1,2022-03-22
13743,Nintendo NES Console,NES,21396,Item only,Normal wear,,,,0,3,2022-03-22
10439,Samurai Shodown,Super Nintendo,1398,Item only,Normal wear,,,,2000,1,2022-11-06
4405396,Mega EverDrive PRO [Black],Sega Genesis,65968,"Item, Box, and Manual",Normal wear,,,,0,1,2022-12-09
69715,Half-Life: Opposing Force,PC Games,699,Item only,Normal wear,,,,0,1,2022-03-22
53760,Pokemon Let's Go Eevee,Nintendo Switch,3413,"Item, Box, and Manual",Normal wear,,martin has it,,0,1,2021-11-21
3366997,Star Wars: The Force Unleashed,Nintendo Switch,7500,"New Item, Box, and Manual",Normal wear,,,,3499,1,2022-08-27
47354,Dragon Age: Origins,PAL Playstation 3,391,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
3791,Hey You Pikachu,Nintendo 64,751,Item only,Normal wear,,,,0,1,2021-11-21
34322,Pokemon X,Nintendo 3DS,2699,Item only,Writing,,,,0,1,2022-12-25
7002,Mega Man X,Super Nintendo,3109,Item only,Normal wear,,,,4000,1,2022-10-16
12034,Wonder Boy in Monster World,Sega Genesis,2438,Item only,Normal wear,,,,2000,1,2022-10-16
13844,Batman The Video Game,NES,1232,Item only,Normal wear,,,,0,1,2021-11-21
9781,Sonic & Knuckles,Sega Genesis,7124,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
66542,Risk of Rain 2,Nintendo Switch,1309,"Item, Box, and Manual",Normal wear,,,,0,1,2022-03-22
66655,Super Smash Bros. Melee [Player's Choice],Gamecube,6151,"Item, Box, and Manual",Normal wear,,,,0,1,2022-12-09
33653,Super Advantage Controller,Super Nintendo,4443,Item only,Scratches,,,,3000,1,2022-11-06
9331,Metroid,NES,2495,Item only,Normal wear,,,,2000,1,2022-10-16
31179,Neo 21,Neo Geo Pocket Color,8082,Item only,Normal wear,,,,0,1,2021-11-21
7340,God of War 2,Playstation 2,1642,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
4080,Mario Kart DS,Nintendo DS,1107,Item only,Normal wear,,,,1000,1,2022-11-23
6894,Contra III The Alien Wars,Super Nintendo,5295,Item only,Normal wear,,,,0,1,2021-11-21
63529,Melty Blood: Act Cadenza,JP Playstation 2,2038,"Item, Box, and Manual",Normal wear,,,,7000,1,2021-11-21
9229,Legacy of Kain Soul Reaver,Sega Dreamcast,2999,"Item, Box, and Manual",Normal wear,,,,0,1,2022-03-22
31034,Pokemon Black,Nintendo DS,7000,Item only,Normal wear,,,,0,1,2021-11-21
11863,Columns,Sega Genesis,677,Item only,Normal wear,,,,600,1,2022-08-30
10228,Yoshi,NES,991,Item only,Normal wear,,,,1000,1,2022-08-10
5128,Disgaea Hour of Darkness,Playstation 2,1270,"Item, Box, and Manual",Normal wear,,,,1201,1,2022-03-22
6900,Donkey Kong Country,Super Nintendo,2000,Item only,Normal wear,,,,2500,1,2022-11-09
5105,Dark Cloud 2,Playstation 2,2111,Box and Manual only,Normal wear,,,,0,1,2021-11-21
44798,Thoroughbred Breeder II,Super Famicom,434,Item only,Normal wear,,,,500,1,2022-10-16
37976,Duck Hunt [5 Screw],NES,932,Item only,Normal wear,,,,1000,1,2022-12-15
5396,Legacy of Kain Soul Reaver 2,Playstation 2,1970,Item and Box only,Normal wear,,,,0,1,2021-11-21
9147,Infected,PSP,1497,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
2987,Pokemon Trading Card Game,GameBoy Color,2653,Item only,Normal wear,,battery dead on arrival,,1600,1,2022-10-06
39913,Pokken Tournament DX,Nintendo Switch,2907,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
12302,Lee Trevino's Fighting Golf,NES,475,Item only,Normal wear,,,,500,1,2022-12-15
4114,Phoenix Wright Ace Attorney,Nintendo DS,2774,"Item, Box, and Manual",Normal wear,,,,0,1,2022-11-11
4990,Atari Anthology,Playstation 2,879,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
2986,Pokemon Silver,GameBoy Color,5507,Item only,Normal wear,,dead battery on purchase,,4000,1,2022-09-21
35256,Call of Duty Advanced Warfare,Xbox 360,542,Item only,Normal wear,,,,0,1,2022-11-11
18404,Sonic the Hedgehog,Sega Game Gear,1398,Item only,Normal wear,,,,0,1,2022-11-04
32819,SNK vs. Capcom: Card Fighters' Clash SNK Version,Neo Geo Pocket Color,2400,Item only,Normal wear,,,,0,1,2021-11-21
3897,Rumble Pak,Nintendo 64,4122,Item only,Normal wear,,,,0,2,2022-03-22
31162,Samurai Shodown 2,Neo Geo Pocket Color,2197,Item only,Normal wear,,,,0,1,2021-11-21
3522553,Pokemon Violet,Nintendo Switch,4100,"Item, Box, and Manual",Normal wear,,,,0,1,2022-12-09
3870,Pokemon Stadium,Nintendo 64,2970,Item only,Normal wear,,,,3500,1,2022-10-16
65451,Pokemon Yellow,JP GameBoy,1611,Item only,Normal wear,,,,0,1,2022-04-29
32379,Fortune Street,Wii,3648,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
16672,Blue Lightning,Atari Lynx,4600,"New Item, Box, and Manual",Normal wear,,,,5500,1,2022-11-13
12005,Pinball,NES,500,Item only,Normal wear,,,,0,1,2022-08-12
6799,Pokemon Battle Revolution,Wii,3423,"Item, Box, and Manual",Normal wear,,,,1300,1,2022-03-22
4199685,FXPAK PRO,Super Nintendo,72563,"Item, Box, and Manual",Normal wear,,,,0,1,2022-12-09
31101,LEGO Star Wars III: The Clone Wars,Nintendo DS,512,Item only,Normal wear,,,,0,1,2022-08-15
155156,Super Mario 3D All-Stars,Nintendo Switch,5575,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
5273,God of War,Playstation 2,1575,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
8468,Adventures of Bayou Billy,NES,613,Item only,Normal wear,,,,0,1,2021-11-21
31166,Pac-Man,Neo Geo Pocket Color,1999,Item only,Normal wear,,,,0,1,2021-11-21
2156544,Super Multitap,Super Nintendo,3499,Item only,Normal wear,,,,4300,1,2022-07-06
6910,EarthBound,Super Nintendo,30056,Item only,Normal wear,,,,35000,1,2022-10-17
5840,Street Fighter Anniversary,Playstation 2,1459,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
3866,Pikachu Nintendo 64 System,Nintendo 64,24450,Item only,Normal wear,,,,0,1,2022-03-22
16678,Crystal Mines II,Atari Lynx,1582,"New Item, Box, and Manual",Normal wear,,,,0,1,2022-03-22
7106,Star Fox,Super Nintendo,1625,Item only,Normal wear,,,,0,1,2021-11-21
2831229,Turnip Boy Commits Tax Evasion,Nintendo Switch,4688,"Item, Box, and Manual",Normal wear,,,,0,1,2022-05-27
21766,BlazBlue: Continuum Shift,Playstation 3,895,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
31253,Picture Puzzle,JP Neo Geo Pocket Color,1495,Item only,Normal wear,,,,0,1,2021-11-21
47063,Octopath Traveler,Nintendo Switch,4251,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
8859,Dr. Mario,NES,999,Item only,Normal wear,,,,0,1,2022-08-12
2386904,Analogue Mega SG,Sega Genesis,33950,"New Item, Box, and Manual",Normal wear,,,,19900,1,2022-11-06
10058,Toy Story,Sega Genesis,903,Item only,Normal wear,,,,0,1,2021-11-21
4337,Crash Bandicoot 2 Cortex Strikes Back,Playstation,1715,"Item, Box, and Manual",Normal wear,,,,2000,1,2023-01-01
37336,Mass Effect Andromeda,Playstation 4,705,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
31159,King of Fighters R-2,Neo Geo Pocket Color,1685,Item only,Normal wear,,,,0,1,2021-11-21
15246,Frogs and Flies,Atari 2600,589,Item only,Normal wear,,,,0,1,2021-11-21
4016249,UnderMine,Nintendo Switch,6494,"New Item, Box, and Manual",Normal wear,,,,3499,1,2022-08-27
35410,Pokemon Omega Ruby,Nintendo 3DS,3500,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
5642,Playstation 2 System,Playstation 2,6585,Item only,Normal wear,,,,0,1,2022-03-22
10788,Mario Party 8,Wii,2997,"Item, Box, and Manual",Normal wear,,,,1000,1,2022-11-11
35394,Kingdom Hearts HD 2.5 Remix,Playstation 3,699,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
33363,Wii U Console Deluxe Black 32GB,Wii U,14000,Item only,Normal wear,,,,0,1,2022-03-22
10164,Wipeout Pure,PSP,604,"Item, Box, and Manual",Normal wear,,,,0,1,2021-11-21
